type,name,res_id,src,value,fuzzy
model,"ir.action,name",wizard_create_chart_account,Create Chart of Account from Template,Maak Rekeningschema aan op basis van Template,1
model,"ir.action,name",act_fiscalyear_form,Fiscal Years,,0
model,"ir.action,name",act_fiscalyear_form2,Fiscal Years,,0
model,"ir.action,name",report_general_journal,General Journal,,0
model,"ir.action,name",report_general_ledger,General Ledger,,0
model,"ir.action,name",act_account_income_statement_tree,Income Statement,,0
model,"ir.action,name",act_journal_form,Journals,Dagboeken,1
model,"ir.action,name",act_journal_form2,Journals,Dagboeken,1
model,"ir.action,name",act_journal_period_tree,Journals - Periods,Dagboeken - Periodes,1
model,"ir.action,name",act_journal_period_tree2,Journals - Periods,Dagboeken - Periodes,1
model,"ir.action,name",act_journal_period_form,Journals - Periods,Dagboeken - Periodes,1
model,"ir.action,name",act_journal_type_form,Journal Types,Dagboek Types,1
model,"ir.action,name",act_journal_type_form2,Journal Types,Dagboek Types,0
model,"ir.action,name",act_journal_view_form,Journal Views,Dagboek Weergaves,0
model,"ir.action,name",act_journal_view_form2,Journal Views,Dagboek Weergaves,1
model,"ir.action,name",wizard_open_aged_balance,Open Aged Balance,,0
model,"ir.action,name",wizard_open_balance_sheet,Open Balance Sheet,,0
model,"ir.action,name",act_open_chart_account,Open Chart of Accounts,,0
model,"ir.action,name",act_open_chart_code,Open Chart of Tax Codes,,0
model,"ir.action,name",wizard_open_income_statement,Open Income Statement,,0
model,"ir.action,name",act_open_journal,Open Journal,,0
model,"ir.action,name",act_open_account,Open Move Account,,0
model,"ir.action,name",act_open_reconcile_lines,Open Reconcile Lines,,0
model,"ir.action,name",act_open_tax_code,Open Tax Code,,0
model,"ir.action,name",wizard_open_third_party_balance,Open Third Party Balance,,0
model,"ir.action,name",act_period_form,Periods,Periodes,0
model,"ir.action,name",act_period_form3,Periods,Periodes,1
model,"ir.action,name",act_period_form2,Periods,Periodes,1
model,"ir.action,name",wizard_print_general_journal,Print General Journal,,0
model,"ir.action,name",wizard_print_general_ledger,Print General Legder,,0
model,"ir.action,name",wizard_print_trial_balance,Print Trial Balance,,0
model,"ir.action,name",act_reconcile_lines,Reconcile Lines,,0
model,"ir.action,name",act_reopen_journal_period,Re-Open Journals - Periods,,0
model,"ir.action,name",act_reopen_period,Re-Open Periods,,0
model,"ir.action,name",act_tax_code_form,Tax Codes,,0
model,"ir.action,name",act_tax_code_form2,Tax Codes,,0
model,"ir.action,name",act_tax_code_tree,Tax Codes,,0
model,"ir.action,name",act_tax_code_tree2,Tax Codes,,0
model,"ir.action,name",act_tax_code_template_tree,Tax Codes Templates,,0
model,"ir.action,name",act_tax_form,Taxes,Belastingen,1
model,"ir.action,name",act_tax_form2,Taxes,Belastingen,1
model,"ir.action,name",act_tax_tree,Taxes,Belastingen,1
model,"ir.action,name",act_tax_template_tree,Taxes Templates,Belastingtemplates,1
model,"ir.action,name",act_tax_group_form,Tax Groups,,0
model,"ir.action,name",act_tax_group_form2,Tax Groups,,0
model,"ir.action,name",act_tax_line_form,Tax Lines,,0
model,"ir.action,name",act_tax_rule_form,Tax Rules,,0
model,"ir.action,name",act_tax_rule_form2,Tax Rules,,0
model,"ir.action,name",act_tax_rule_template_form,Tax Rule Templates,,0
model,"ir.action,name",report_third_party_balance,Third Party Balance,,0
model,"ir.action,name",report_trial_balance,Trial Balance,,0
model,"ir.action,name",act_unreconcile_lines,Unreconcile Lines,,0
model,"ir.action,name",wizard_update_chart_account,Update Chart of Account from Template,,0
model,"ir.sequence,name",sequence_account_journal,Default Account Journal,Standaard Rekening Dagboek,0
model,"ir.sequence,name",sequence_account_move_reconciliation,Default Account Move Reconciliation,Standaard Automatische boeking aflettering,0
model,"ir.sequence.type,name",sequence_type_account_journal,Account Journal,,0
model,"ir.sequence.type,name",sequence_type_account_move,Account Move,Automatische boeking,1
model,"ir.sequence.type,name",sequence_type_account_move_reconciliation,Account Move Reconciliation,,0
model,"ir.ui.menu,name",menu_move_form,Account Moves,Automatische boekingen,0
model,"ir.ui.menu,name",menu_account_form,Accounts,,0
model,"ir.ui.menu,name",menu_account_tree,Accounts,,0
model,"ir.ui.menu,name",menu_account_template_tree,Account Templates,,0
model,"ir.ui.menu,name",menu_account_type_form,Account Types,,0
model,"ir.ui.menu,name",menu_account_type_tree,Account Types,,0
model,"ir.ui.menu,name",menu_account_type_template_tree,Account Type Templates,,0
model,"ir.ui.menu,name",menu_aged_balance,Aged Balance,,0
model,"ir.ui.menu,name",menu_open_balance_sheet,Balance Sheet,Balans,1
model,"ir.ui.menu,name",menu_charts,Charts,,0
model,"ir.ui.menu,name",menu_close_fiscalyear,Close Fiscal Year,,0
model,"ir.ui.menu,name",menu_journal_period_form,Close Journals - Periods,,0
model,"ir.ui.menu,name",menu_period_form2,Close Periods,,0
model,"ir.ui.menu,name",menu_account_configuration,Configuration,Configuratie,1
model,"ir.ui.menu,name",menu_create_chart_account,Create Chart of Account from Template,Maak Rekeningschema aan op basis van Template,0
model,"ir.ui.menu,name",menu_entries,Entries,,0
model,"ir.ui.menu,name",menu_account,Financial Management,,0
model,"ir.ui.menu,name",menu_fiscalyear_configuration,Fiscal Years,,0
model,"ir.ui.menu,name",menu_fiscalyear_form,Fiscal Years,,0
model,"ir.ui.menu,name",menu_general_account_configuration,General Account,,0
model,"ir.ui.menu,name",menu_open_income_statement,Income Statement,,0
model,"ir.ui.menu,name",menu_journal_configuration,Journals,Dagboeken,1
model,"ir.ui.menu,name",menu_journal_form,Journals,Dagboeken,0
model,"ir.ui.menu,name",menu_journal_period_tree,Journals - Periods,Dagboeken - Periodes,1
model,"ir.ui.menu,name",menu_journal_period_tree2,Journals - Periods,Dagboeken - Periodes,1
model,"ir.ui.menu,name",menu_journal_type_form,Journal Types,Dagboek Types,1
model,"ir.ui.menu,name",menu_journal_view_form,Journal Views,Dagboek Weergaves,1
model,"ir.ui.menu,name",menu_account_form_new,New Account,,0
model,"ir.ui.menu,name",menu_move_form_new,New Account Move,,0
model,"ir.ui.menu,name",menu_account_type_form_new,New Account Type,,0
model,"ir.ui.menu,name",menu_fiscalyear_form_new,New Fiscal Year,,0
model,"ir.ui.menu,name",menu_journal_form_new,New Journal,,0
model,"ir.ui.menu,name",menu_journal_type_form_new,New Journal Type,,0
model,"ir.ui.menu,name",menu_journal_view_form_new,New Journal View,,0
model,"ir.ui.menu,name",menu_period_form_new,New Period,,0
model,"ir.ui.menu,name",menu_tax_form_new,New Tax,,0
model,"ir.ui.menu,name",menu_tax_code_form_new,New Tax Code,,0
model,"ir.ui.menu,name",menu_tax_group_form_new,New Tax Group,,0
model,"ir.ui.menu,name",menu_tax_rule_form_new,New Tax Rule,,0
model,"ir.ui.menu,name",menu_open_chart_account,Open Chart of Accounts,,0
model,"ir.ui.menu,name",menu_open_chart_code,Open Chart of Tax Codes,,0
model,"ir.ui.menu,name",menu_open_journal,Open Journal,,0
model,"ir.ui.menu,name",menu_period_form,Periods,Periodes,1
model,"ir.ui.menu,name",menu_print_general_journal,Print General Journal,,0
model,"ir.ui.menu,name",menu_print_general_ledger,Print General Legder,,0
model,"ir.ui.menu,name",menu_print_trial_balance,Print Trial Balance,,0
model,"ir.ui.menu,name",menu_processing,Processing,,0
model,"ir.ui.menu,name",menu_open_reconcile_lines,Reconcile Lines,,0
model,"ir.ui.menu,name",menu_reporting,Reporting,Rapporteren,0
model,"ir.ui.menu,name",menu_tax_code_form,Tax Codes,,0
model,"ir.ui.menu,name",menu_tax_code_tree,Tax Codes,,0
model,"ir.ui.menu,name",menu_tax_code_template_tree,Tax Codes Templates,,0
model,"ir.ui.menu,name",menu_taxes,Taxes,Belastingen,1
model,"ir.ui.menu,name",menu_tax_form,Taxes,Belastingen,1
model,"ir.ui.menu,name",menu_tax_tree,Taxes,Belastingen,1
model,"ir.ui.menu,name",menu_tax_template_tree,Taxes Templates,Belastingtemplates,1
model,"ir.ui.menu,name",menu_tax_group_form,Tax Groups,,0
model,"ir.ui.menu,name",menu_tax_rule_form,Tax Rules,,0
model,"ir.ui.menu,name",menu_tax_rule_template_form,Tax Rule Templates,,0
model,"ir.ui.menu,name",menu_third_party_balance,Third Party Balance,,0
model,"ir.ui.menu,name",menu_update_chart_account,Update Chart of Account from Template,,0
model,"res.group,name",group_account,Account,,0
model,"res.group,name",group_account_admin,Account Administration,,0
selection,"account.account,kind",0,Expense,,0
selection,"account.account,kind",0,Other,,0
selection,"account.account,kind",0,Payable,,0
selection,"account.account,kind",0,Receivable,,0
selection,"account.account,kind",0,Revenue,Opbrengst,0
selection,"account.account,kind",0,View,,0
selection,"account.account.open_aged_balance.init,balance_type",0,Both,,0
selection,"account.account.open_aged_balance.init,balance_type",0,Customer,,0
selection,"account.account.open_aged_balance.init,balance_type",0,Supplier,,0
selection,"account.account.open_aged_balance.init,unit",0,Day,Dag,0
selection,"account.account.open_aged_balance.init,unit",0,Month,Maand,1
selection,"account.account.template,kind",0,Expense,,0
selection,"account.account.template,kind",0,Other,,0
selection,"account.account.template,kind",0,Payable,,0
selection,"account.account.template,kind",0,Receivable,,0
selection,"account.account.template,kind",0,Revenue,Opbrengst,1
selection,"account.account.template,kind",0,View,,0
selection,"account.account.type,display_balance",0,Credit - Debit,Credit - Debit,0
selection,"account.account.type,display_balance",0,Debit - Credit,Debit - Credit,0
selection,"account.account.type.template,display_balance",0,Credit - Debit,Credit - Debit,1
selection,"account.account.type.template,display_balance",0,Debit - Credit,Debit - Credit,1
selection,"account.fiscalyear,state",0,Close,,0
selection,"account.fiscalyear,state",0,Open,,0
selection,"account.journal.period,state",0,Close,,0
selection,"account.journal.period,state",0,Open,,0
selection,"account.move.line,move_state",0,Draft,Ontwerp,1
selection,"account.move.line,move_state",0,Posted,,0
selection,"account.move.line,state",0,Draft,Ontwerp,1
selection,"account.move.line,state",0,Valid,,0
selection,"account.move,state",0,Draft,Ontwerp,1
selection,"account.move,state",0,Posted,,0
selection,"account.period,state",0,Close,,0
selection,"account.period,state",0,Open,,0
selection,"account.period,type",0,Adjustment,Aanpassing,0
selection,"account.period,type",0,Standard,,0
selection,"account.tax.open_chart_code.init,method",0,By Fiscal Year,,0
selection,"account.tax.open_chart_code.init,method",0,By Periods,,0
selection,"account.tax.template,type",0,Fixed,,0
selection,"account.tax.template,type",0,None,,0
selection,"account.tax.template,type",0,Percentage,,0
selection,"account.tax,type",0,Fixed,,0
selection,"account.tax,type",0,None,,0
selection,"account.tax,type",0,Percentage,,0
view,account.account,0,Account,,0
view,account.account,0,Accounts,,0
view,account.account,0,Deferrals,,0
view,account.account,0,General Information,Algemene informatie,1
view,account.account,0,Notes,,0
view,account.account.create_chart_account.account,0,Create Chart of Account,Maak Rekeningschema aan,1
view,account.account.create_chart_account.init,0,by selecting a chart of account template.,,0
view,account.account.create_chart_account.init,0,Create Chart of Account,Maak Rekeningschema aan,0
view,account.account.create_chart_account.init,0,You can now create a chart of account for your company,,0
view,account.account.create_chart_account.properties,0,Create Default Properties,Maak Standaard Eigenschappen,0
view,account.account.deferral,0,Account Deferral,,0
view,account.account.deferral,0,Account Deferrals,,0
view,account.account.open_aged_balance.init,0,Open Aged Balance,,0
view,account.account.open_aged_balance.init,0,Terms,,0
view,account.account.open_balance_sheet.init,0,Open Balance Sheet,,0
view,account.account.open_chart_account.init,0,Open Chart of Accounts,,0
view,account.account.open_income_statement.init,0,Open Income Statement,,0
view,account.account.open_third_party_balance.init,0,Open Third Party Balance,,0
view,account.account.print_general_ledger.init,0,Print General Ledger,,0
view,account.account.print_trial_balance.init,0,Print Trial Balance,,0
view,account.account.template,0,Account Template,,0
view,account.account.template,0,Account Templates,,0
view,account.account.type,0,Account Type,,0
view,account.account.type,0,Account Types,,0
view,account.account.type,0,Balance Sheet,Balans,0
view,account.account.type,0,Income Statement,,0
view,account.account.type.template,0,Account Types Templates,,0
view,account.account.type.template,0,Account Type Template,,0
view,account.account.update_chart_account.init,0,Update Chart of Account,,0
view,account.account.update_chart_account.start,0,Update Chart of Account,,0
view,account.account.update_chart_account.start,0,Update Chart of Account Succeed!,,0
view,account.fiscalyear,0,Are you sure to close fiscal year?,,0
view,account.fiscalyear,0,Close Fiscal Year,,0
view,account.fiscalyear,0,Create 3 Months Periods,Maak 3 maands periodes aan,0
view,account.fiscalyear,0,Create Monthly Periods,Maak Maandelijkse Periodes ,0
view,account.fiscalyear,0,Fiscal Year,,0
view,account.fiscalyear,0,Fiscal Years,,0
view,account.fiscalyear,0,Periods,Periodes,1
view,account.fiscalyear,0,Re-Open Fiscal Year,,0
view,account.fiscalyear,0,Sequences,,0
view,account.fiscalyear.close_fiscalyear.init,0,Close Fiscal Year,,0
view,account.journal,0,General Information,Algemene informatie,1
view,account.journal,0,Journal,Dagboek,1
view,account.journal,0,Journals,Dagboeken,1
view,account.journal.period,0,Journal - Period,Dagboek - Periode,1
view,account.journal.period,0,Journals - Periods,Dagboeken - Periodes,0
view,account.journal.type,0,Journal Type,Dagboek Type,1
view,account.journal.type,0,Journal Types,Dagboek Types,1
view,account.journal.view,0,Journal View,Dagboek Weergave,0
view,account.journal.view,0,Journal Views,Dagboek Weergaves,1
view,account.journal.view,0,View Column,,0
view,account.journal.view,0,View Columns,,0
view,account.move,0,Account Move,Automatische boeking,0
view,account.move,0,Account Moves,Automatische boekingen,0
view,account.move,0,Draft,Ontwerp,0
view,account.move,0,Post,,0
view,account.move.line,0,Account Move Line,,0
view,account.move.line,0,Account Move Lines,,0
view,account.move.line,0,Credit,Credit,1
view,account.move.line,0,Debit,Debit,1
view,account.move.line,0,General Information,Algemene informatie,1
view,account.move.line,0,Optional Information,,0
view,account.move.open_journal.ask,0,Open Journal,,0
view,account.move.open_reconcile_lines.init,0,Open Reconcile Lines,,0
view,account.move.print_general_journal.init,0,Print General Journal,,0
view,account.move.reconcile_lines.writeoff,0,Write-Off,,0
view,account.move.reconciliation,0,Reconciliation,Aflettering,0
view,account.move.reconciliation,0,Reconciliations,Afletteringen,0
view,account.move.unreconcile_lines.init,0,"If you unreconcile lines, the workflows, on those lines, will not be canceled.",,0
view,account.move.unreconcile_lines.init,0,Unreconcile,Maak afletteren ongedaan,0
view,account.period,0,Period,Periode,0
view,account.period,0,Periods,Periodes,1
view,account.tax,0,Code,Code,1
view,account.tax,0,Credit Note,Credit Nota,1
view,account.tax,0,General Information,Algemene informatie,1
view,account.tax,0,Invoice,Factuur,1
view,account.tax,0,Tax,,0
view,account.tax,0,Taxes,Belastingen,1
view,account.tax.code,0,Children,,0
view,account.tax.code,0,Description,Omschrijving,1
view,account.tax.code,0,Tax Code,,0
view,account.tax.code,0,Tax Codes,,0
view,account.tax.code.template,0,Children,,0
view,account.tax.code.template,0,Description,Omschrijving,1
view,account.tax.code.template,0,Tax Codes Templates,,0
view,account.tax.code.template,0,Tax Code Template,,0
view,account.tax.group,0,Tax Group,,0
view,account.tax.group,0,Tax Groups,,0
view,account.tax.line,0,Account Tax Line,,0
view,account.tax.line,0,Account Tax Lines,,0
view,account.tax.open_chart_code.init,0,Open Chart Of Tax Codes,,0
view,account.tax.rule,0,Tax Rule,,0
view,account.tax.rule,0,Tax Rule Line Templates,,0
view,account.tax.rule,0,Tax Rules,,0
view,account.tax.rule.line,0,Tax Rule Line,,0
view,account.tax.rule.line,0,Tax Rule Lines,,0
view,account.tax.rule.line.template,0,Tax Rule Line Template,,0
view,account.tax.rule.line.template,0,Tax Rule Line Templates,,0
view,account.tax.rule.template,0,Tax Rules,,0
view,account.tax.rule.template,0,Tax Rule Template,Belasting Regel Template,0
view,account.tax.template,0,Code,Code,0
view,account.tax.template,0,Credit Note,Credit Nota,0
view,account.tax.template,0,General Information,Algemene informatie,0
view,account.tax.template,0,Invoice,Factuur,0
view,account.tax.template,0,Taxes,Belastingen,0
view,account.tax.template,0,Taxes Templates,Belastingtemplates,0
view,account.tax.template,0,Tax Template,Belastingtemplate,0
view,party.party,0,Account,,0
view,party.party,0,Taxes,Belastingen,1
wizard_button,"account.account.create_chart_account,account,create_account",0,Create,Aanmaken,1
wizard_button,"account.account.create_chart_account,account,end",0,Cancel,Afbreken,0
wizard_button,"account.account.create_chart_account,create_account,create_properties",0,Create,Aanmaken,0
wizard_button,"account.account.create_chart_account,create_account,end",0,Cancel,Afbreken,1
wizard_button,"account.account.create_chart_account,init,account",0,Ok,Accoord,1
wizard_button,"account.account.create_chart_account,init,end",0,Cancel,Afbreken,1
wizard_button,"account.account.open_aged_balance,init,end",0,Cancel,Afbreken,1
wizard_button,"account.account.open_aged_balance,init,print",0,Print,Afdrukken,1
wizard_button,"account.account.open_balance_sheet,init,end",0,Cancel,Afbreken,1
wizard_button,"account.account.open_balance_sheet,init,open",0,Open,,0
wizard_button,"account.account.open_chart_account,init,end",0,Cancel,Afbreken,1
wizard_button,"account.account.open_chart_account,init,open",0,Open,,0
wizard_button,"account.account.open_income_statement,init,end",0,Cancel,Afbreken,0
wizard_button,"account.account.open_income_statement,init,open",0,Open,,0
wizard_button,"account.account.open_third_party_balance,init,end",0,Cancel,Afbreken,1
wizard_button,"account.account.open_third_party_balance,init,print",0,Print,Afdrukken,1
wizard_button,"account.account.print_general_ledger,init,end",0,Cancel,Afbreken,1
wizard_button,"account.account.print_general_ledger,init,print",0,Print,Afdrukken,1
wizard_button,"account.account.print_trial_balance,init,end",0,Cancel,Afbreken,1
wizard_button,"account.account.print_trial_balance,init,print",0,Print,Afdrukken,1
wizard_button,"account.account.update_chart_account,init,end",0,Cancel,Afbreken,1
wizard_button,"account.account.update_chart_account,init,start",0,Ok,Accoord,1
wizard_button,"account.account.update_chart_account,start,end",0,Ok,Accoord,1
wizard_button,"account.fiscalyear.close_fiscalyear,init,close",0,Close,,0
wizard_button,"account.fiscalyear.close_fiscalyear,init,end",0,Cancel,Afbreken,1
wizard_button,"account.move.open_journal,ask,end",0,Cancel,Afbreken,1
wizard_button,"account.move.open_journal,ask,open",0,Open,,0
wizard_button,"account.move.open_reconcile_lines,init,end",0,Cancel,Afbreken,1
wizard_button,"account.move.open_reconcile_lines,init,open",0,Open,,0
wizard_button,"account.move.print_general_journal,init,end",0,Cancel,Afbreken,1
wizard_button,"account.move.print_general_journal,init,print",0,Print,Afdrukken,0
wizard_button,"account.move.reconcile_lines,writeoff,end",0,Cancel,Afbreken,0
wizard_button,"account.move.reconcile_lines,writeoff,reconcile",0,Reconcile,Afletteren,1
wizard_button,"account.move.unreconcile_lines,init,end",0,Cancel,Afbreken,1
wizard_button,"account.move.unreconcile_lines,init,unreconcile",0,Unreconcile,Maak afletteren ongedaan,1
wizard_button,"account.tax.open_chart_code,init,end",0,Cancel,Afbreken,1
wizard_button,"account.tax.open_chart_code,init,open",0,Open,,0
